pl_name,pl_rade,pl_masse,pl_eqt,pl_insol,pl_orbper,pl_orbsmax,st_spectype,st_mass,st_lum,st_rad,st_teff
Kepler-282 c,1.26,,,,13.639525,,,0.9,,0.89,5699
Kepler-282 d,2.3,,624,35.94,24.80568031,0.1648,,0.968,,0.887,6102
Kepler-282 e,2.59,,515,16.57,44.3470995,0.2427,,0.968,,0.887,6102
Kepler-283 b,3.063,,,14.573,,,,0.662,-0.98297,0.626,4141
Kepler-283 c,,,,,92.74935577,,,0.664,-0.93115,0.631396,4250
Kepler-284 b,2.301,,,38.366,,,,,,0.774,5219
Kepler-284 c,2.95,,,,37.5140693,,,0.91,,0.87,5487
Kepler-285 b,1.4,,1125,378.84,2.633857233,0.0359,,0.895,,0.801,5400
Kepler-285 c,1.13,,825,,6.18677,0.063,,0.865,,0.76,5381
Kepler-286 b,1.273,,,925.916,,,,,,0.881,5559
Kepler-286 c,,,,,3.468073,,,0.99,-0.11623,0.929313,5600
Kepler-286 d,1.46,,995,,5.914256,0.065,,1.03,,0.93,5969
Kepler-286 e,,,,,29.22123577,,,0.99,-0.11623,0.929313,5600
Kepler-287 b,2.33,,,,20.342199,0.145,,,,1.032,5806
Kepler-287 c,3.1,,520,,44.85199,0.241,,0.93,,1,5779
Kepler-288 b,1.67,,,,6.097326,0.065,,,,1.091,5918
Kepler-288 c,2.91,,,,19.30577159,,,1.03,,1.02,5837
Kepler-288 d,2.67,,,,56.633742,0.287,,,,1.091,5918
Kepler-289 b,3.8,,755,,34.54363,0.219,,1.17,,1.64,6260
Kepler-289 c,,268,,,125.865402,,,1.061,,0.985,
Kepler-289 d,3.03,5.33,,,66.0282,,,1.08,0.061,1,5990
Kepler-289 e,2.94,,286,1.58,330.071558,0.9342,,0.998,,1.115,5933
Kepler-29 b,,,,,10.3392385,,,0.93,-0.29687,0.824495,5358.15
Kepler-29 c,1023.268,,,39.9,13.28689074,0.10027,,0.761,,0.732,5378
Kepler-290 b,1.999,,,23.2,14.58932462,0.10649,,0.756,,0.696,4962
Kepler-290 c,3.146,,,6.8,36.7704731,0.19722,,0.756,,0.696,4962
Kepler-290 d,0.89,,1596,1532.82,0.764020072,0.0154,,0.848,,0.759,5153
Kepler-291 b,2.16,,,,3.546511,0.047,,,,1.016,6002
Kepler-291 c,2.32,,,321,5.70071153,0.06297,,1.023,,1.184,5637
Kepler-292 b,1.65,,1229,540.05,2.58082149,0.0358,,0.921,,0.915,5513
Kepler-292 c,1.79,,1088,331.41,3.71545391,0.0457,,0.921,,0.915,5513
Kepler-292 d,,,,,7.05564542,,,0.88,-0.33691,0.838226,5193
Kepler-292 e,2.67,,,,11.97901,0.097,,,,0.826,5299
Kepler-292 f,,,,,20.83419383,,,0.88,-0.33691,0.838226,5193
Kepler-293 b,3,,657,44.17,19.25405306,0.1424,,1.038,,0.941,5798
Kepler-293 c,3.81,,466,11.12,54.1561078,0.2838,,1.038,,0.941,5798
Kepler-294 b,1.62,,1087,330.02,3.70122061,0.0469,,1.006,,0.903,5616
Kepler-294 c,2.73,,,,6.62643626,,,0.95,,0.93,5559
Kepler-295 b,,,,,12.64504291,,,,,2.38169,5327
Kepler-295 c,,,,,21.5262958,,,,,2.38169,5327
Kepler-295 d,4.629,,,104.962,,,,,,2.361,5253
Kepler-296 b,35.38,,358,3.87,10.86443187,0.0696,,0.38,,0.37,3517
Kepler-296 c,3.35,,606,,,0.054,,0.626,,0.595,3821
Kepler-296 d,1.52,,297,1.83,19.85029495,0.1052,,0.394,,0.383,3526
Kepler-296 e,,,,,34.14176909,,,,,,
Kepler-296 f,1.23,,199,0.37,63.3366606,0.2253,,0.38,,0.37,3517
Kepler-297 b,3.01,,,,38.86840425,,,0.98,,0.95,5801
Kepler-297 c,7.7,,463,,74.920119,0.355,,1.07,,1.04,6138
Kepler-297 d,13.54,,369,4.4,150.0190609,0.561,,1.04,,1.04,6150
Kepler-298 b,,,,,10.47548084,,,0.72,-0.73284,0.692471,4549
Kepler-298 c,2.26,,436,8.54,22.92884482,0.1381,,0.668,,0.652,4549
Kepler-298 d,2.5,,,,77.473633,0.305,,,,0.582,4465
Kepler-299 b,1.293,,,549.2,2.92721559,0.04012,,1.004,,0.973,5678
Kepler-299 c,1.98,,933,179.51,6.88595559,0.0711,,1.008,,0.916,5896
Kepler-299 d,1.79,,,,15.0548689,,,0.95,,0.96,5650
Kepler-299 e,1.87,,,,38.285489,0.22,,,,1.032,5617
Kepler-30 b,3.56,78.6,,,29.312,,,0.99,,0.867,
Kepler-30 c,14,,428,,60.322921,0.298,,0.969,,0.94,5461
Kepler-30 d,9.36,,308,2.14,143.2063518,0.5336,,0.986,,0.867,5485
Kepler-300 b,2.18,,812,102.77,10.44635944,0.0926,,0.97,,0.881,5968
Kepler-300 c,,,,,40.71515819,,,1.07,0.33994,1.42226,5886
Kepler-301 b,1.28,,1278,629.8,2.508553286,0.0355,,0.944,,0.881,5814
Kepler-301 c,1.48,,,,5.41907559,,,0.98,,0.96,5717
Kepler-301 d,1.96,,725,65.24,13.75134642,0.1103,,0.944,,0.881,5814
Kepler-302 b,3.411,,,28.5,30.1836854,0.19112,,1.021,,1.048,5703
Kepler-302 c,12.45,,,,127.282184,0.503,,,,1.22,5740
Kepler-303 b,1.099,,,125.245,,,,0.642,-1.0655,0.603,4045
Kepler-303 c,1.23,,521,17.41,7.06117322,0.0574,,0.505,,0.49,4042
Kepler-304 b,2.8,,884,,3.2957058,0.038,,0.687,,0.67,4779
Kepler-304 c,,,,,5.31594758,,,0.75,-0.6616,0.711079,4677
Kepler-304 d,3.25,,709,59.64,9.6534764,0.0833,,0.828,,0.892,4910
Kepler-304 e,1.43,,1318,712.57,1.499146953,0.0241,,0.828,,0.892,4910
Kepler-305 b,,,,,5.487122425,,,0.82,-0.42318,0.827279,4974
Kepler-305 c,3.21,,728,66.47,8.29084167,0.0752,,0.823,,0.787,5103
Kepler-305 d,,,,,16.73893293,,,0.82,-0.42318,0.827279,4974
Kepler-305 e,,,,,3.20539622,,,0.82,-0.42318,0.827279,4974
Kepler-306 b,,,,,4.646199196,,,0.81,-0.4693,0.792763,4948
Kepler-306 c,2.14,,716,62.1,7.24022418,0.0672,,0.774,,0.721,4955
Kepler-306 d,2.415,,,21.983,,,,,,0.781,4908
Kepler-306 e,,,,,44.8411168,,,0.81,-0.4693,0.792763,4948
Kepler-307 b,3.43,,855,126.3,10.41572924,0.0928,,0.983,,1.084,5671
Kepler-307 c,2.2,3.64,,44,13.0729,,,0.907,,0.814,5367
Kepler-308 b,2.033,,,108.64,,,,,,0.892,5895
Kepler-308 c,2.16,,,,15.38231,0.123,,,,0.941,5895
Kepler-309 b,1.553,,,71.7,5.92365634,0.0599,,0.816,,0.739,4786
Kepler-309 c,1.71,,202,,105.3551025,0.34966,M0 V,0.51,,0.49,3880
Kepler-31 b,5.496,,,80,20.86021267,0.15019,,1.038,,1.211,6088
Kepler-31 c,,17.1,,,42.634278,,,1.038,,1.189,
Kepler-31 d,,,,,87.64763352,,,1.11,0.30134,1.30436,6011.2
Kepler-310 b,1.25,,,,13.93072278,,,0.91,,0.88,5551
Kepler-310 c,,,,,56.475857,,,0.96,-0.23934,0.839151,5490
Kepler-310 d,2.1,7,,,92.874,,,1,,,
Kepler-311 b,1.6,,,,9.17613539,,,1.08,,1.13,6009
Kepler-311 c,1.48,,,,19.7383913,,,1.08,,1.13,6009
Kepler-311 d,2.01,,316,2.36,232.058029,0.7319,,0.97,,1.081,5897
Kepler-312 b,1.02,,1685,1904.34,1.772451066,0.0307,,1.226,,1.149,6243
Kepler-312 c,,,,,19.74733983,,,1.17,0.59751,1.7477,6158.44
Kepler-313 b,2.53,,,,14.970418,0.125,,,,1.536,5727
Kepler-313 c,1.7,,608,32.32,32.2752118,0.196,,0.964,,1.07,5900
Kepler-314 b,0.835,,,488.674,,,,,,0.882,5440
Kepler-314 c,2.834,,,149.977,,,,,,0.882,5440
Kepler-315 b,3.77,,,,96.101141,0.402,,,,1.037,5796
Kepler-315 c,4.325,,,1.7,265.467621,0.7605,,0.831,,1.024,5683
Kepler-316 b,1.3,,,,2.240486391,,,0.62,,0.6,4268
Kepler-316 c,1.32,,562,23.64,6.8277839,0.0582,,0.561,,0.554,4132
Kepler-317 b,2.11,,951,193.67,5.52417517,0.0608,,0.978,,0.936,5497
Kepler-317 c,,,,,8.77514782,,,0.92,-0.2078,0.927723,5317
Kepler-318 b,,,,,4.66271775,,,1.085,0.00394,0.948492,5940.12
Kepler-318 c,,,,,11.8150005,,,1.085,0.00394,0.948492,5940.12
Kepler-319 b,1.69,,,,4.362744362,,,0.96,,0.92,5613
Kepler-319 c,2.96,,876,139.05,6.94135824,0.0682,,0.875,,0.88,5527
Kepler-319 d,4.56,,746,73.38,31.78209253,0.2171,,1.349,,1.784,5903
Kepler-32 b,,1.72,,,5.9012781,,,0.509,,0.574,
Kepler-32 c,,,,,8.75209691,,,0.566709,-1.21181,0.574432,3791
Kepler-32 d,2.29,,327,2.7,22.78076945,0.1265,,0.52,,0.5,3727
Kepler-32 e,1.42,,,,2.896013787,,,0.57,,0.54,3903
Kepler-32 f,,,,,0.742959054,,,0.566709,-1.21181,0.574432,3791
Kepler-320 b,1.705,,,280.559,,,,,,1.268,6134
Kepler-320 c,1.41,,777,86.04,17.9346563,0.1379,,1.084,,1.04,6412
Kepler-321 b,1.519,,,296.155,,,,,,0.993,5741
Kepler-321 c,2.24,,805,99.1,13.0939051,0.1109,,1.061,,1.067,5881
Kepler-322 b,0.895,,,735.179,,,,,,0.812,5414
Kepler-322 c,1.59,,1016,251.75,4.337224039,0.0471,,0.738,,0.827,5496
Kepler-323 b,,,,,1.6783263,,,1.053,0.15091,1.16202,5840.45
Kepler-323 c,1.533,,,662.9,3.553829671,0.04478,,0.947,,1.092,5935
Kepler-324 b,1.11,,941,185.34,4.38536461,0.0506,,0.901,,0.803,5355
Kepler-324 c,3.25,,413,6.89,51.8096695,0.2624,,0.901,,0.803,5355
Kepler-324 e,1.52,,639,39.51,13.97946561,0.1096,,0.901,,0.803,5355
Kepler-325 b,2.94,,1105,352.71,4.544437773,0.0517,,0.892,,0.982,5749
Kepler-325 c,2.97,,,,12.76224947,,,0.91,,0.88,5535
Kepler-325 d,2.79,,,,38.715185,0.22,,,,1.003,5752
Kepler-326 b,3.03,44.6,,,2.248,,,0.93,,1.593,
Kepler-326 c,,,,,4.580340819,,,0.878,-0.15657,1.03691,5179.81
Kepler-326 d,3.35,,1159,,6.766912,0.068,,0.914,,1.8,5110
Kepler-327 b,1.2,,,53.87,2.55,,,0.499,,0.492,3799
Kepler-327 c,1.24,,544,20.69,5.21231585,0.0467,,0.499,,0.492,3799
Kepler-327 d,1.92,,,,13.96948245,,,0.57,,0.55,3920
Kepler-328 b,3.33,,600,30.56,34.9176592,0.219,,1.149,,1.064,6167
Kepler-328 c,,87.48,,,71.31166,,,1.161,,1.439,
Kepler-329 b,1.78,,,25.278,,,,0.665,-0.97062,0.63,4156
Kepler-329 c,,,,,18.68482153,,,0.702,-0.73122,0.716897,4475
Kepler-33 b,,,,,5.66815821,,,1.07,0.50738,1.71415,5904
Kepler-33 c,2.755,,,241.759,,,,,,1.655,5947
Kepler-33 d,4.6,4.1,,,21.776,,,1.1,,,
Kepler-33 e,3.471,,,74.72,,,,,,1.655,5947
Kepler-33 f,3.58,,,,41.0280637,,,1.18,,1.52,6018
Kepler-330 b,1.35,,,,8.25978,0.075,,,,0.722,5117
Kepler-330 c,1.95,,,,15.955387,0.116,,,,0.722,5117
Kepler-331 b,2.1,,570,,8.457521,0.07,,0.653,,0.579,4496
Kepler-331 c,,,,,17.28109052,,,0.73,-0.78358,0.637412,4604.9
Kepler-331 d,,,,,32.1340014,,,0.73,-0.78358,0.637412,4604.9
Kepler-332 b,1.17,,,,7.626324,0.07,,,,0.72,4955
Kepler-332 c,1.09,,,,15.995622,0.114,,,,0.72,4955
Kepler-332 d,1.41,,481,12.61,34.2113054,0.1917,,0.801,,0.861,5141
Kepler-333 b,1.55,,,16.819,,,,,,0.691,4211
Kepler-333 c,,,,,24.08838547,,,0.701,-0.85665,0.621735,4470.56
Kepler-334 b,1.11,,1081,,5.470371,0.062,,1.06,,1,6095
Kepler-334 c,1.374,,,91.3,12.75802811,0.10768,,1.022,,0.999,5866
Kepler-334 d,1.459,,,39.475,,,,,,1.008,5866
Kepler-335 b,1.69,,972,211.43,6.56225728,0.0691,,1.019,,0.932,6003
Kepler-335 c,2.65,,592,29.08,67.844689,0.3473,,1.212,,1.812,5878
Kepler-336 b,0.73,,1412,938.74,2.024820339,0.0307,,0.938,,0.865,6029
Kepler-336 c,,,,,9.59990859,,,,,,5956.94
Kepler-336 d,1.66,,651,42.43,20.67879355,0.1444,,0.938,,0.865,6029
Kepler-337 b,1.644,,,1475.4,3.29276965,0.04447,,1.081,,1.796,5634
Kepler-337 c,1.89,,1017,253.08,9.69315023,0.0894,,1.014,,1.472,5683
Kepler-338 b,2.43,30.6,,,13.727,,,1.14,,1.735,
Kepler-338 c,,,,,24.3110031,,,1.06,0.5857,1.90361,5860.88
Kepler-338 d,2.829,,,51.6,44.4301361,0.25394,,1.105,,1.752,5898
Kepler-338 e,1.76,,1143,403.94,9.34144548,0.0906,,1.142,,1.735,5923
Kepler-339 b,1.42,,,,4.977656,0.055,,,,0.802,5631
Kepler-339 c,1.117,,,99.1,6.98803345,0.06831,,0.87,,0.766,5446
Kepler-339 d,1.17,,,,10.558345,0.091,,,,0.802,5631
Kepler-34 b,8.564,69.92,,,288.822,1.0896,,1.0479,0.173,1.1618,5913
Kepler-340 b,2.259,,,274.318,,,,,,1.676,6620
Kepler-340 c,3.37,,,,22.824669,0.178,,,,1.85,6620
Kepler-341 b,,,,,5.195617012,,,1.01,0.12721,1.20017,5669
Kepler-341 c,,,,,8.0103929,,,1.01,0.12721,1.20017,5669
Kepler-341 d,2.306,,,42.7,27.6665971,0.17768,,0.976,,1.185,5722
Kepler-341 e,,,,,42.46865388,,,1.01,0.12721,1.20017,5669
Kepler-342 b,1.82,,868,134.29,15.17026179,0.1275,,1.2,,1.178,6475
Kepler-342 c,1.59,,723,64.69,26.2348478,0.1837,,1.2,,1.178,6475
Kepler-342 d,2.32,,631,37.52,39.4571522,0.2412,,1.2,,1.178,6475
Kepler-342 e,0.83,,1820,2595.74,1.644224613,0.029,,1.2,,1.178,6475
Kepler-343 b,1.79,,946,189.4,8.96848108,0.0853,,1.022,,1.047,6122
Kepler-343 c,1.767,,,55.6,23.2218189,0.16225,,1.055,,1.21,5781
Kepler-344 b,,,,,21.96392155,,,0.92,-0.18481,0.941196,5349.15
Kepler-344 c,2.95,,,,125.596809,0.488,,,,0.976,5774
Kepler-345 b,0.81,,,,7.41557859,,,0.72,,0.68,4515
Kepler-345 c,1.2,,,,9.387427,0.077,,,,0.623,4504
Kepler-346 b,2.52,,,,6.51111985,,,0.95,,0.92,5640
Kepler-346 c,2.871,,,24.8,23.85163032,0.15913,,0.943,,0.87,5511
Kepler-347 b,1.69,,794,,12.79838,0.109,,1.06,,0.96,6064
Kepler-347 c,1.64,,629,37.07,27.3216332,0.182,,1.074,,0.998,6092
Kepler-347 d,1.72,,430,8.1,85.520888,0.3893,,1.074,,0.998,6092
Kepler-348 b,1.49,,1060,,7.056747,0.076,,1.158,,1.08,6361
Kepler-348 c,1.16,,888,146.92,17.2653659,0.1412,,1.259,,1.402,6388
Kepler-349 b,1.979,,,248.274,,,,,,0.986,5884
Kepler-349 c,,,,,12.2476121,,,1.01,-0.0073,1.02938,5665.19
Kepler-35 b,8.16,40.363,,,131.458,0.60347,,0.8877,-0.027,1.0284,5606
Kepler-350 b,1.5,,979,216.92,11.18961,0.0979,,0.997,,1.247,6217
Kepler-350 c,3.191,,,138.415,,,,,,1.421,6186
Kepler-350 d,,,,,26.13616296,,,1.33,0.42842,1.2944,6492.3
Kepler-351 b,2.54,,,,37.0548569,,,0.81,,0.78,5225
Kepler-351 c,,,,,57.24899018,,,0.91,-0.38644,0.756405,5313
Kepler-351 d,2.95,,317,2.39,142.544247,0.5184,,0.914,,0.841,5646
Kepler-352 b,0.89,,685,51.99,10.05545337,0.0856,,0.836,,0.752,5238
Kepler-352 c,1.212,,,25.7,16.33269854,0.11693,,0.798,,0.726,5224
Kepler-352 d,0.80628032,,,,6.887279987,,,0.796,,0.772,5208
Kepler-353 b,1,,,21.68,5.79529807,,,0.614503,-1.07107,0.633367,3915
Kepler-353 c,1.76,,485,13.04,8.41100287,0.066,,0.541,,0.523,3903
Kepler-354 b,2,,740,71,5.47665368,0.0542,,0.704,,0.706,4650
Kepler-354 c,1.254,,,14.404,,,,,,0.674,4648
Kepler-354 d,1.46,,427,,24.21152,0.142,,0.652,,0.625,4612
Kepler-355 b,1.5,,878,140.18,11.0317307,0.1003,,1.1,,1.038,6184
Kepler-355 c,2.71,,,,25.762294,0.179,,,,1.066,6184
Kepler-356 b,,,,,4.61268458,,,1.11,0.46128,1.56422,6018.64
Kepler-356 c,,,,,13.12162167,,,1.11,0.46128,1.56422,6018.64
Kepler-357 b,1.84,,,,6.475434,0.063,,,,0.834,5036
Kepler-357 c,2.5,,584,27.57,16.85827722,0.1185,,0.779,,0.821,5033
Kepler-357 d,3.38,,408,6.56,49.5004952,0.2429,,0.779,,0.821,5033
Kepler-358 b,2.96,,554,22.32,34.0607677,0.2079,,1.032,,0.94,5910
Kepler-358 c,3.39,,411,6.76,83.4886218,0.3779,,1.032,,0.94,5910
Kepler-359 b,4,,671,47.94,25.5638626,0.1758,,1.107,,1.049,6228
Kepler-359 c,5.14,,512,16.19,57.6896212,0.3025,,1.107,,1.049,6228
Kepler-359 d,30.34,,460,10.61,77.085964,0.3658,,1.093,,1.033,6210
Kepler-36 b,1.47,,,,13.84984283,,,1.15,,1.68,5940
Kepler-36 c,4.04,,,,16.23192004,,,1.15,,1.68,5940
Kepler-360 b,,,,,3.289700716,,,0.99,-0.13236,0.918765,5580
Kepler-360 c,1.9,,,,7.1864526,,,0.95,,0.92,5631
Kepler-361 b,1.29,,1048,285.35,8.48653576,0.0833,,1.064,,1.175,6327
Kepler-361 c,2.806,,,30.6,55.1866695,0.30084,,1.191,,1.472,6145
Kepler-362 b,1,,,,10.32738017,,,0.86,,0.83,5528
Kepler-362 c,1.68,,479,12.44,37.8658982,0.2054,,0.807,,0.726,5776
Kepler-363 b,1.16,,,,3.614568,0.048,,,,1.485,5593
Kepler-363 c,,,,,7.542383639,,,0.97,0.36465,1.65796,5529.7
Kepler-363 d,2.221,,,190.7,11.9320869,0.1094,,1.226,,1.583,5648
Kepler-364 b,1.45,,728,66.29,25.7457529,0.1812,,1.195,,1.173,6484
Kepler-364 c,2.81,,568,24.58,59.9809868,0.3108,,1.109,,1.383,6103
Kepler-365 b,,,,,10.66489514,,,,,,5744.35
Kepler-365 c,1.63,,732,67.91,17.7835598,0.1351,,1.035,,1.03,6011
Kepler-366 b,,,,,3.28192056,,,1.09,0.57277,1.82155,5947
Kepler-366 c,3.009,,,286.6,12.51618164,0.10856,,1.088,,1.739,5938
Kepler-367 b,1.15,,393,5.66,37.8156219,0.2014,,0.759,,0.718,4722
Kepler-367 c,1.16,,357,3.82,53.5783052,0.2543,,0.79,,0.705,4856
Kepler-368 b,2.18,,,,26.8476325,,,0.97,,1.33,5562
Kepler-368 c,4.21,,575,25.83,72.3826983,0.355,,1.136,,1.988,5508
Kepler-369 b,1.42,,687,52.68,2.732767897,0.0316,,0.561,,0.524,3825
Kepler-369 c,1.27,,,3.15,14.87155876,,,0.560641,-1.28597,0.567402,3655
Kepler-37 b,0.354,,,,13.36805,,,0.94,-0.32187,0.79137,5391
Kepler-37 c,,,,,21.30181863,,,0.94,-0.32187,0.79137,5391
Kepler-37 d,2,62.5,,,39.792,,,0.8,,0.772,
Kepler-37 e,,,,,51.20690303,,,0.94,-0.32187,0.79137,5391
Kepler-370 b,1.3,,1043,279.82,4.57950946,0.0534,,0.968,,0.874,5845
Kepler-370 c,2.259,,,54.197,,,,,,1.058,5649
Kepler-371 b,2.303,,,37.9,34.7629923,0.19957,,0.876,,1.258,5710
Kepler-371 c,1.54,,448,9.51,67.9687026,0.326,,1,,0.922,6038
Kepler-372 b,1.951,,,384.627,,,,,,1.291,6121
Kepler-372 c,2.811,,,91.881,,,,,,1.291,6121
Kepler-372 d,,,,,30.09156124,,,1.15,0.32073,1.294,6103
Kepler-373 b,1.47,,,,5.53532955,,,0.93,,0.9,5595
Kepler-373 c,1.812,,,96.1,16.726052,0.12724,,0.981,,1.326,5602
Kepler-374 b,1.03,,,,1.897806,0.029,,,,0.911,5977
Kepler-374 c,1.627,,,908,3.28280266,0.04372,,1.033,,1.341,5730
Kepler-374 d,1.31,,,,5.028219,0.056,,,,0.911,5977
Kepler-375 b,,,,,12.12580644,,,0.96,-0.16278,0.913476,5499
Kepler-375 c,2.95,,629,37.06,19.9866157,0.1412,,0.937,,0.848,5821
Kepler-376 b,1.11,,1237,,4.92044,0.059,,1.14,,1.16,6337
Kepler-376 c,,,,,14.17229464,,,1.08,0.35663,1.42392,5939.36
Kepler-377 b,1.558,,,139.112,,,,,,1.194,5924
Kepler-377 c,,,,,27.01461125,,,1.1,0.21756,1.19923,5974
Kepler-378 b,,,,,16.09227521,,,0.753,-0.65539,0.707045,4707.13
Kepler-378 c,,,,,28.9060526,,,0.753,-0.65539,0.707045,4707.13
Kepler-379 b,,,,,20.09863407,,,1.12,0.27953,1.26033,6039
Kepler-379 c,2.363,,,18.9,62.7845002,0.3217,,1.125,,1.271,6060
Kepler-38 b,4.3,122,475,,105.599,0.4632,G4 V,0.941,,1.752,5623
Kepler-380 b,,,,,3.93083997,,,1.16,0.2776,1.22128,6128
Kepler-380 c,1.25,,1015,251.3,7.63006848,0.0756,,0.987,,1.097,6043
Kepler-381 b,0.99,,,,5.629021,0.066,,,,1.568,6152
Kepler-381 c,1.58,,1180,459.23,13.39155154,0.1173,,1.198,,2.188,6197
Kepler-381 d,1.0667865,,,,8.256299973,,,1.198,,2.188,6197
Kepler-382 b,1.793,,,358.6,5.26212693,0.05927,,1.002,,1.146,5720
Kepler-382 c,2.25,,787,,12.16262,0.099,,0.874,,1,5624
Kepler-383 b,1.39,,564,23.95,12.90475463,0.0948,,0.683,,0.699,4710
Kepler-383 c,1.39,,420,7.37,31.2009333,0.1709,,0.683,,0.699,4710
Kepler-384 b,,,,,22.59694466,,,0.96,0.39588,1.73675,5500.82
Kepler-384 c,,,,,45.34850768,,,0.96,0.39588,1.73675,5500.82
Kepler-385 b,3.21,,975,213.65,10.04377084,0.0939,,1.09,,1.153,6308
Kepler-385 c,3.154,,,83.155,,,,,,1.125,5837
Kepler-385 d,,,,,56.41468367,,,1.05,0.14374,1.157,5829
Kepler-386 b,1.36,,,,12.3102846,,,0.82,,0.78,5098
Kepler-386 c,1.78,,502,15.07,25.1934467,0.1541,,0.77,,0.746,5177
Kepler-387 b,1.08,,1073,313.08,6.79164786,0.0712,,1.038,,1.06,6303
Kepler-387 c,,,,,11.8377062,,,1.05,0.13738,1.14606,5835.36
Kepler-388 b,0.95,,820,,3.173338,0.036,,0.635,,0.606,4530
Kepler-388 c,,,,,13.29726982,,,,,,
Kepler-389 b,,,,,3.244126876,,,0.86,-0.51588,0.706144,5104
Kepler-389 c,1.45,,636,38.75,14.5123099,0.1092,,0.823,,0.785,5380
Kepler-39 b,14.43,,873,137.06,21.0871953,0.1527,,1.066,,1.522,6266
Kepler-390 b,0.78,,786,90.19,6.73811219,0.0647,,0.793,,0.769,5168
Kepler-390 c,0.81,,630,37.3,13.0600422,0.1006,,0.793,,0.769,5168
Kepler-391 b,2.21,,1300,675.25,7.41680902,0.0816,,1.315,,2.555,5267
Kepler-391 c,,,,,20.48624659,,,,,2.74314,5032.18
Kepler-392 b,0.968,,,450.654,,,,,,1.16,5951
Kepler-392 c,1.31,,1088,330.95,10.42312041,0.0967,,1.104,,1.403,6474
Kepler-393 b,,,,,9.18244299,,,1.29,0.52394,1.48025,6414.2
Kepler-393 c,2.07,,1076,,14.6136,0.13,,1.38,,1.7,6742
Kepler-394 b,1.72,,1063,302.24,8.00505342,0.082,,1.145,,1.154,6426
Kepler-394 c,1.61,,901,155.85,12.13070414,0.108,,1.141,,1.101,6398
Kepler-394 d,1.5,,1197,485.48,5.61357629,0.0647,,1.145,,1.154,6426
Kepler-395 b,1.237,,,22.137,,,,,,0.644,3765
Kepler-395 c,,,,,34.98953599,,,0.622827,-1.06422,0.644287,3897
Kepler-396 b,3.5,,525,,42.99066,0.228,,0.854,,1.04,5565
Kepler-396 c,5.15743026,,209.17,0.4524,88.49568297,,,,,0.939951,5509.61
Kepler-397 b,1.78,,498,14.57,22.2508247,0.1398,,0.736,,0.682,5114
Kepler-397 c,5.7,,273,1.31,135.4977745,0.4663,,0.736,,0.682,5114
Kepler-398 b,1.029,,,81.287,,,,,,0.653,4493
Kepler-398 c,1.01,,,,11.419412,0.087,,,,0.613,4493
Kepler-398 d,,,,,6.834446472,,,0.723,-0.81101,0.625149,4577
Kepler-399 b,1.39,,668,,14.42516,0.113,,0.927,,0.82,5613
Kepler-399 c,1.58,,508,15.69,26.6757054,0.1558,,0.707,,0.682,5500
Kepler-399 d,3.21,,486,13.17,58.0337426,0.2838,,0.902,,1.152,5467
Kepler-4 b,,,,,3.213662979,,,1.03,0.40564,1.59521,5772
Kepler-40 b,7,,1068,,6.8731791,0.074,,1.15,,1.07,6354
Kepler-400 b,,,,,9.02436094,,,,,,5915.11
Kepler-400 c,1.49,,,,17.340824,0.134,,,,1.145,5886
Kepler-401 b,1.69,,,,14.38338734,,,1.17,,1.29,6184
Kepler-401 c,2.46,,643,40.32,47.3183002,0.2606,,1.051,,1.373,6347
Kepler-401 d,,,,,184.262741,,,1.16,0.56611,1.70021,6132
Kepler-402 b,,,,,4.028748311,,,1.2,0.2035,1.08729,6223.39
Kepler-402 c,1.433,,,332.2,6.12481814,0.06708,,1.072,,1.09,6119
Kepler-402 d,1.164,,,214.277,,,,,,1.105,6119
Kepler-402 e,,,,,11.24284815,,,1.2,0.2035,1.08729,6223.39
Kepler-403 b,1.25,,,,7.031462,0.076,,,,1.329,6090
Kepler-403 c,,,,,54.28040436,,,1.15,0.64405,1.87262,6111.03
Kepler-403 d,1.09,,833,114,13.61159129,0.1153,,1.102,,1.111,6086
Kepler-404 b,,,,,11.8288843,,,0.92,-0.33704,0.792004,5342
Kepler-404 c,1.462,,,34.2,14.7512034,0.112,,0.86,,0.771,5326
Kepler-405 b,,,,,10.61374356,,,0.95,-0.33143,0.771218,5431
Kepler-405 c,3.81,,555,22.47,29.7272142,0.1858,,0.965,,0.87,5817
Kepler-406 b,1.27,,,,2.426300839,,,1.03,,0.97,5720
Kepler-406 c,0.834,,,,4.62333557,0.055291828,,1.055,,,
Kepler-407 b,,,,,0.669310092,,,0.96,-0.03934,1.05757,5487
Kepler-407 c,,4000,,,3000,,,1,,1.01,5476
Kepler-408 b,0.69,,1561,1406.11,2.465024332,0.0359,,1.016,,1.194,6139
Kepler-409 b,1.12,,410,,68.95803,0.316,,0.88,,0.947,5365
Kepler-41 b,9.550068,156.69019,1554,,1.8555588,0.02895,,0.939,,0.939,5660
Kepler-410 A b,2.47,,859,128.66,17.83368211,0.1436,,1.242,,1.361,6325
Kepler-411 b,,,,,3.005156911,,,0.785,-0.57899,0.731146,4837
Kepler-411 c,3.47,,689,53.33,7.834433676,0.0714,,0.822,,0.72,4920
Kepler-411 d,3.51,,367,4.3,58.0192007,0.2757,,0.829,,0.768,4987
Kepler-411 e,,10.8,503,,31.509728,0.186,K2 V,0.87,,0.82,
Kepler-412 b,13.25,,1647,1743.61,1.72086129,0.0287,,1.068,,1.215,5742
